Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
23347741,06/02/2012 03:07:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11222,176 KINGSLAND AVENUE,KINGSLAND AVENUE,MEEKER AVENUE,DRIGGS AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,1000560,202601,Unspecified,BROOKLYN,,,,,,,,40.72275462123651,-73.94115867987757,"(40.72275462123651, -73.94115867987757)"
23348285,06/02/2012 03:09:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11225,486 FLATBUSH AVENUE,FLATBUSH AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,09 BROOKLYN,BROOKLYN,994839,180556,Unspecified,BROOKLYN,,,,,,,,40.66225489645926,-73.96183288737501,"(40.66225489645926, -73.96183288737501)"
23347764,06/02/2012 03:13:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11209,8522 5 AVENUE,5 AVENUE,85 STREET,86 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/05/2012 12:00:00 PM,10 BROOKLYN,BROOKLYN,977076,165869,Unspecified,BROOKLYN,,,,,,,,40.621945662590406,-74.02584243101754,"(40.621945662590406, -74.02584243101754)"
23346950,06/02/2012 03:16:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,11236,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/04/2012 06:12:00 AM,18 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
23348576,06/02/2012 03:16:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Other Enforcement,E2A Storage Of Receptacles,Sidewalk,10036,686 9 AVENUE,9 AVENUE,WEST 47 STREET,WEST 48 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,06/05/2012 12:00:00 PM,04 MANHATTAN,MANHATTAN,986981,216832,Unspecified,MANHATTAN,,,,,,,,40.76182978129157,-73.99014163653534,"(40.76182978129157, -73.99014163653534)"
23350159,06/02/2012 03:20:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Other Enforcement,E10 Obstruction (Street/Sidewalk),Sidewalk,11230,1048 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,FOSTER AVENUE,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,14 BROOKLYN,BROOKLYN,993481,169587,Unspecified,BROOKLYN,,,,,,,,40.63214888586121,-73.96674268819393,"(40.63214888586121, -73.96674268819393)"
23349041,06/02/2012 03:31:00 PM,06/02/2012 03:31:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10310,28 CHRISSY COURT,CHRISSY COURT,CLOVE ROAD,BEND,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,06/02/2012 03:31:00 PM,01 STATEN ISLAND,STATEN ISLAND,950259,168111,Unspecified,STATEN ISLAND,,,,,,,,40.62803717508738,-74.12245477004141,"(40.62803717508738, -74.12245477004141)"
23349498,06/02/2012 03:31:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11234,2369 EAST 71 STREET,EAST 71 STREET,AVENUE W,AVENUE X,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1011278,163548,Unspecified,BROOKLYN,,,,,,,,40.61553668076531,-73.90264813232734,"(40.61553668076531, -73.90264813232734)"
23348933,06/02/2012 03:42:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,11435,141-25 84 DRIVE,84 DRIVE,85 ROAD,BURDEN CRESCENT,,,ADDRESS,JAMAICA,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,08 QUEENS,QUEENS,1035283,198149,Unspecified,QUEENS,,,,,,,,40.710402808442,-73.81592307572306,"(40.710402808442, -73.81592307572306)"
23346584,06/02/2012 03:46:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11416,,,,,80 STREET,101 AVENUE,INTERSECTION,OZONE PARK,,N/A,Closed,,06/08/2012 12:00:00 PM,09 QUEENS,QUEENS,1023417,187280,Unspecified,QUEENS,,,,,,,,40.680630449788865,-73.85878706065573,"(40.680630449788865, -73.85878706065573)"
23347673,06/02/2012 03:46:00 PM,06/16/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E1 Improper Disposal,Sidewalk,11229,2001 EAST 24 STREET,EAST 24 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/16/2012 12:00:00 PM,15 BROOKLYN,BROOKLYN,998705,158503,Unspecified,BROOKLYN,,,,,,,,40.60171862496584,-73.94794547130904,"(40.60171862496584, -73.94794547130904)"
23348189,06/02/2012 03:46:00 PM,06/19/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11236,8817 AVENUE L,AVENUE L,EAST 88 STREET,EAST 89 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/19/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1011506,170451,Unspecified,BROOKLYN,,,,,,,,40.634483258417816,-73.90179902859428,"(40.634483258417816, -73.90179902859428)"
23347419,06/02/2012 03:50:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11223,1985 STILLWELL AVENUE,STILLWELL AVENUE,84 STREET,AVENUE T,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,11 BROOKLYN,BROOKLYN,988261,157269,Unspecified,BROOKLYN,,,,,,,,40.59834242609156,-73.98555654473623,"(40.59834242609156, -73.98555654473623)"
23348184,06/02/2012 03:55:00 PM,06/12/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E11 Litter Surveillance,Sidewalk,11223,1985 STILLWELL AVENUE,STILLWELL AVENUE,84 STREET,AVENUE T,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/12/2012 12:00:00 PM,11 BROOKLYN,BROOKLYN,988261,157269,Unspecified,BROOKLYN,,,,,,,,40.59834242609156,-73.98555654473623,"(40.59834242609156, -73.98555654473623)"
23359583,06/02/2012 03:59:00 PM,06/14/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11222,HURON STREET,HURON STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,06/14/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,996335,206285,Unspecified,BROOKLYN,,,,,,,,40.73287308264753,-73.95639452423828,"(40.73287308264753, -73.95639452423828)"
23346051,06/02/2012 04:01:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,10467,627 MAGENTA STREET,MAGENTA STREET,BRONX BOULEVARD,BARKER AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,06/04/2012 12:00:00 PM,12 BRONX,BRONX,1020175,258217,Unspecified,BRONX,,,,,,,,40.8753472550741,-73.87009649166247,"(40.8753472550741, -73.87009649166247)"
23349241,06/02/2012 04:01:00 PM,06/20/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11212,389 RIVERDALE AVENUE,RIVERDALE AVENUE,POWELL STREET,JUNIUS STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/20/2012 12:00:00 PM,16 BROOKLYN,BROOKLYN,1011517,180488,Unspecified,BROOKLYN,,,,,,,,40.662032598283346,-73.90171882357077,"(40.662032598283346, -73.90171882357077)"
23348934,06/02/2012 04:05:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,10303,18 AMITY PLACE,AMITY PLACE,FOREST AVENUE,WEMPLE STREET,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,939481,167404,Unspecified,STATEN ISLAND,,,,,,,,40.6260487000117,-74.16127844368147,"(40.6260487000117, -74.16127844368147)"
23346576,06/02/2012 04:16:00 PM,06/14/2012 12:00:00 PM,DSNY,Department of Sanitation,Other Enforcement,E6 Commercial Waste Disposal,Sidewalk,11236,8817 AVENUE L,AVENUE L,EAST 88 STREET,EAST 89 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/14/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1011506,170451,Unspecified,BROOKLYN,,,,,,,,40.634483258417816,-73.90179902859428,"(40.634483258417816, -73.90179902859428)"
23348767,06/02/2012 04:16:00 PM,06/16/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E1 Improper Disposal,Sidewalk,11212,297 EAST 98 STREET,EAST 98 STREET,HOWARD AVENUE,LENOX ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/16/2012 12:00:00 PM,16 BROOKLYN,BROOKLYN,1007016,179934,Unspecified,BROOKLYN,,,,,,,,40.66052470822297,-73.91794408832982,"(40.66052470822297, -73.91794408832982)"
23346583,06/02/2012 04:31:00 PM,06/12/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,11234,1666 EAST 34 STREET,EAST 34 STREET,AVENUE P,QUENTIN ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/12/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1001108,163201,Unspecified,BROOKLYN,,,,,,,,40.614609424171995,-73.93928019897942,"(40.614609424171995, -73.93928019897942)"
23346044,06/02/2012 04:32:44 PM,07/24/2012 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,10467,624 EAST 222 STREET,EAST 222 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,,,ADDRESS,BRONX,,N/A,Closed,,07/26/2012 04:37:22 PM,12 BRONX,BRONX,1021861,262257,Unspecified,BRONX,,,,,,,,40.886428761675454,-73.86397730152134,"(40.886428761675454, -73.86397730152134)"
23348577,06/02/2012 04:33:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Other Enforcement,E10 Obstruction (Street/Sidewalk),Sidewalk,11220,5803 8 AVENUE,8 AVENUE,58 STREET,59 STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 BROOKLYN,BROOKLYN,981901,171185,Unspecified,BROOKLYN,,,,,,,,40.636539554823955,-74.00846349948466,"(40.636539554823955, -74.00846349948466)"
23348181,06/02/2012 04:33:41 PM,06/28/2012 12:00:00 AM,DSNY,Department of Sanitation,Graffiti,Graffiti,,10469,1476 EAST 222 STREET,EAST 222 STREET,GIVAN AVENUE,EDSON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,07/02/2012 11:26:01 AM,12 BRONX,BRONX,1029118,258752,Unspecified,BRONX,,,,,,,,40.876774731307705,-73.83775540870123,"(40.876774731307705, -73.83775540870123)"
23347342,06/02/2012 04:43:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,11362,,,,,COMMONWEALTH BOULEVARD,72 AVENUE,INTERSECTION,LITTLE NECK,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,11 QUEENS,QUEENS,1059323,212329,Unspecified,QUEENS,,,,,,,,40.7491519370803,-73.72905263510492,"(40.7491519370803, -73.72905263510492)"
23360033,06/02/2012 04:54:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Adopt-A-Basket,10A Adopt-A-Basket,Sidewalk,10308,3986 AMBOY ROAD,AMBOY ROAD,GIFFORDS LANE,NELSON AVENUE,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,03 STATEN ISLAND,STATEN ISLAND,942444,139878,Unspecified,STATEN ISLAND,,,,,,,,40.55050991742372,-74.15043408901113,"(40.55050991742372, -74.15043408901113)"
23357763,06/02/2012 04:56:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,11232,190 33 STREET,33 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,07 BROOKLYN,BROOKLYN,983770,178059,Unspecified,BROOKLYN,,,,,,,,40.65540749935868,-74.00172993985191,"(40.65540749935868, -74.00172993985191)"
23346673,06/02/2012 04:58:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10027,154 WEST 132 STREET,WEST 132 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,10 MANHATTAN,MANHATTAN,999817,235414,Unspecified,MANHATTAN,,,,,,,,40.812819103561296,-73.94376318963494,"(40.812819103561296, -73.94376318963494)"
23349320,06/02/2012 04:59:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11372,,,,,74 STREET,37 ROAD,INTERSECTION,JACKSON HEIGHTS,,N/A,Closed,,06/04/2012 12:00:00 PM,03 QUEENS,QUEENS,1014312,211534,Unspecified,QUEENS,,,,,,,,40.747237441221884,-73.89150593815624,"(40.747237441221884, -73.89150593815624)"
23349170,06/02/2012 05:01:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,10466,4396 FURMAN AVENUE,FURMAN AVENUE,EAST 237 STREET,NEREID AVENUE,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 BRONX,BRONX,1024725,266441,Unspecified,BRONX,,,,,,,,40.89789982927021,-73.85359418205981,"(40.89789982927021, -73.85359418205981)"
23350124,06/02/2012 05:01:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10466,4396 FURMAN AVENUE,FURMAN AVENUE,EAST 237 STREET,NEREID AVENUE,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 BRONX,BRONX,1024725,266441,Unspecified,BRONX,,,,,,,,40.89789982927021,-73.85359418205981,"(40.89789982927021, -73.85359418205981)"
23348428,06/02/2012 05:07:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,10466,,,,,SCHIEFFELIN AVENUE,BAYCHESTER AVENUE,INTERSECTION,BRONX,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 BRONX,BRONX,1028165,262260,Unspecified,BRONX,,,,,,,,40.886407876422396,-73.84117849035579,"(40.886407876422396, -73.84117849035579)"
23347131,06/02/2012 05:16:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10016,111 EAST 32 STREET,EAST 32 STREET,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,06/04/2012 12:00:00 PM,05 MANHATTAN,MANHATTAN,989321,210905,Unspecified,MANHATTAN,,,,,,,,40.74556063836992,-73.9816991749173,"(40.74556063836992, -73.9816991749173)"
23347132,06/02/2012 05:16:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11101,43-05 10 STREET,10 STREET,43 AVENUE,43 ROAD,,,ADDRESS,LONG ISLAND CITY,,N/A,Closed,,06/08/2012 12:00:00 PM,02 QUEENS,QUEENS,998394,213268,Unspecified,QUEENS,,,,,,,,40.752036620019815,-73.94895049369657,"(40.752036620019815, -73.94895049369657)"
23347235,06/02/2012 05:18:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11419,124-19 LIBERTY AVENUE,LIBERTY AVENUE,124 STREET,125 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Closed,,06/04/2012 12:00:00 PM,10 QUEENS,QUEENS,1034187,189943,Unspecified,QUEENS,,,,,,,,40.68788555490974,-73.81993719894758,"(40.68788555490974, -73.81993719894758)"
23347739,06/02/2012 05:19:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11221,1390 PUTNAM AVENUE,PUTNAM AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,04 BROOKLYN,BROOKLYN,1008613,192427,Unspecified,BROOKLYN,,,,,,,,40.69481090173134,-73.91214283329599,"(40.69481090173134, -73.91214283329599)"
23346041,06/02/2012 05:31:00 PM,06/16/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E1 Improper Disposal,Sidewalk,11215,431 7 AVENUE,7 AVENUE,14 STREET,15 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/16/2012 12:00:00 PM,06 BROOKLYN,BROOKLYN,988597,181037,Unspecified,BROOKLYN,,,,,,,,40.66358039981748,-73.98433131257812,"(40.66358039981748, -73.98433131257812)"
23347652,06/02/2012 05:31:00 PM,06/19/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E1 Improper Disposal,Sidewalk,11249,143 BERRY STREET,BERRY STREET,NORTH 7 STREET,NORTH 6 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/19/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,995486,200938,Unspecified,BROOKLYN,,,,,,,,40.71819798749791,-73.95946683958563,"(40.71819798749791, -73.95946683958563)"
23348431,06/02/2012 05:48:00 PM,06/03/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,11694,227 BEACH 122 STREET,BEACH 122 STREET,ROCKAWAY BEACH BOULEVARD,NEWPORT AVENUE,,,ADDRESS,ROCKAWAY PARK,,DSNY Garage,Closed,,06/03/2012 12:00:00 PM,14 QUEENS,QUEENS,1027945,150238,Unspecified,QUEENS,,,,,,,,40.57893695954731,-73.84270163343467,"(40.57893695954731, -73.84270163343467)"
23349150,06/02/2012 05:51:00 PM,06/15/2012 12:00:00 PM,DSNY,Department of Sanitation,Vacant Lot,8 Request to Clean Vacant Lot,Lot,11233,DEAN STREET,DEAN STREET,MOTHER GASTON BOULEVARD,,DEAN STREET,MOTHER GASTON BOULEVARD,INTERSECTION,BROOKLYN,,N/A,Closed,,06/15/2012 12:00:00 PM,16 BROOKLYN,BROOKLYN,1009684,185067,Unspecified,BROOKLYN,,,,,,,,40.674606380636895,-73.90830840790457,"(40.674606380636895, -73.90830840790457)"
23346243,06/02/2012 06:10:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,12 Dead Animals,Sidewalk,10452,1580 JEROME AVENUE,JEROME AVENUE,EAST MT EDEN AVENUE,CROSS BRONX EXPWY ET 2 A EB,,,ADDRESS,BRONX,,N/A,Closed,,06/04/2012 12:00:00 PM,04 BRONX,BRONX,1007850,246919,Unspecified,BRONX,,,,,,,,40.84437921748692,-73.91470299336261,"(40.84437921748692, -73.91470299336261)"
23347139,06/02/2012 06:16:00 PM,06/20/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11207,444 MILLER AVENUE,MILLER AVENUE,SUTTER AVENUE,BLAKE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/20/2012 12:00:00 PM,05 BROOKLYN,BROOKLYN,1014638,183256,Unspecified,BROOKLYN,,,,,,,,40.66961997616983,-73.8904570256021,"(40.66961997616983, -73.8904570256021)"
23347697,06/02/2012 06:23:00 PM,06/11/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,22 Weeds,Sidewalk,10469,3418 WICKHAM AVENUE,WICKHAM AVENUE,TILLOTSON AVENUE,EAST 222 STREET,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/11/2012 12:00:00 PM,12 BRONX,BRONX,1027939,259268,Unspecified,BRONX,,,,,,,,40.87819690424126,-73.84201534817282,"(40.87819690424126, -73.84201534817282)"
23347134,06/02/2012 06:29:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,22 Weeds,Sidewalk,10469,3416 WICKHAM AVENUE,WICKHAM AVENUE,TILLOTSON AVENUE,EAST 222 STREET,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 BRONX,BRONX,1027944,259255,Unspecified,BRONX,,,,,,,,40.878161198572705,-73.8419973524067,"(40.878161198572705, -73.8419973524067)"
23346050,06/02/2012 06:39:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,22 Weeds,Sidewalk,10469,1530 EAST 222 STREET,EAST 222 STREET,EDSON AVENUE,NEW ENGLAND TY SB EN E 222 ST,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 BRONX,BRONX,1029402,258596,Unspecified,BRONX,,,,,,,,40.87634511191415,-73.83672950644183,"(40.87634511191415, -73.83672950644183)"
23349270,06/02/2012 07:01:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,Sidewalk,10016,529 2 AVENUE,2 AVENUE,EAST 29 STREET,EAST 30 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,06 MANHATTAN,MANHATTAN,990356,209576,Unspecified,MANHATTAN,,,,,,,,40.741912211491645,-73.97796515102723,"(40.741912211491645, -73.97796515102723)"
23349316,06/02/2012 07:01:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10016,529 2 AVENUE,2 AVENUE,EAST 29 STREET,EAST 30 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,06 MANHATTAN,MANHATTAN,990356,209576,Unspecified,MANHATTAN,,,,,,,,40.741912211491645,-73.97796515102723,"(40.741912211491645, -73.97796515102723)"
23346942,06/02/2012 07:16:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,LIT Literature Request,Other,10466,,,,,,,ADDRESS,BRONX,,N/A,Closed,,06/04/2012 06:12:00 AM,12 BRONX,BRONX,,,Unspecified,BRONX,,,,,,,,,,
23346132,06/02/2012 07:40:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11216,274 HANCOCK STREET,HANCOCK STREET,MARCY AVENUE,TOMPKINS AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,03 BROOKLYN,BROOKLYN,999474,188150,Unspecified,BROOKLYN,,,,,,,,40.6830919621613,-73.94510929216251,"(40.6830919621613, -73.94510929216251)"
23355494,06/02/2012 07:44:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11231,158 SACKETT STREET,SACKETT STREET,COLUMBIA STREET,HICKS STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,06 BROOKLYN,BROOKLYN,983758,188767,Unspecified,BROOKLYN,,,,,,,,40.68479856496009,-74.00177396989321,"(40.68479856496009, -74.00177396989321)"
23346058,06/02/2012 07:46:00 PM,06/20/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11211,,,,,LEONARD STREET,METROPOLITAN AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,06/20/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,998743,199489,Unspecified,BROOKLYN,,,,,,,,40.714216094096855,-73.94772053991497,"(40.714216094096855, -73.94772053991497)"
23347208,06/02/2012 08:15:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11207,MILLER AVENUE,MILLER AVENUE,ARLINGTON AVENUE,JAMAICA AVENUE,,,BLOCKFACE,BROOKLYN,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,05 BROOKLYN,BROOKLYN,1013899,186994,Unspecified,BROOKLYN,,,,,,,,40.67988244301247,-73.89310453435847,"(40.67988244301247, -73.89310453435847)"
23348193,06/02/2012 08:16:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E8 Canine Violation,Sidewalk,10314,34 LEONA STREET,LEONA STREET,MORANI STREET,GARY COURT,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/04/2012 12:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,939956,161139,Unspecified,STATEN ISLAND,,,,,,,,40.60885499092104,-74.1595261780949,"(40.60885499092104, -74.1595261780949)"
23346376,06/02/2012 09:01:00 PM,06/04/2012 12:00:00 PM,DSNY,Department of Sanitation,Other Enforcement,E10 Obstruction (Street/Sidewalk),Sidewalk,11229,14 SEBA AVENUE,SEBA AVENUE,MADOC AVENUE,JUST COURT,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/04/2012 12:00:00 PM,15 BROOKLYN,BROOKLYN,1005175,153027,Unspecified,BROOKLYN,,,,,,,,40.58667519672491,-73.92466304267694,"(40.58667519672491, -73.92466304267694)"
23347740,06/02/2012 09:23:00 PM,06/05/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10467,789 EAST 211 STREET,EAST 211 STREET,CARLISLE PLACE,BARNES AVENUE,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/05/2012 12:00:00 PM,12 BRONX,BRONX,1022360,259019,Unspecified,BRONX,,,,,,,,40.87753933069198,-73.8621910605716,"(40.87753933069198, -73.8621910605716)"
